Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Haworth Country Club,https://haworthcountryclub.com/,Haworth,NJ,Country Club,pickleball; tennis,Indoor,4,"Learn More ... Tennis, Pickleball & Fitness Center. 7 Indoor US Open Style Tennis Courts 4 Pickleball Courts Boutique Fitness Center Contact us for more information on ... Tennis, Pickleball & Fitne",,,,,,(201) 384-7300,,info@haworthcountryclub.com,,,,,,,haworthcountryclub.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,"https://haworthcountryclub.com/ | https://haworthcountryclub.com/Golf/Golf_Programs | https://haworthcountryclub.com/Golf/Golf_Programs/Golf_Lessons | https://haworthcountryclub.com/Golf/Golf_Programs/PGA_Junior_Golf_Programs_Lessons | https://haworthcountryclub.com/Golf/Golf_Programs/Golf_Leagues | https://haworthcountryclub.com/Golf/Golf_Professional_Staff | https://haworthcountryclub.com/Tennis,_Pickleball_Fitness_Center/Court_Rentals",Playwright,https://haworthcountryclub.com,https://haworthcountryclub.com/,
Heyday Athletic,https://heydayathletic.com/,,NJ,Private Club,pickleball; tennis; basketball; volleyball,Indoor,1,"x - Indoor Gym, NJ | Clark Woods Field, NJ ... Format: Men's Basketball - 15 Players MAX, One Court. Team Price: Individual ...",,,,,,,,office@heydayathletic.com,,,,,,,heydayathletic.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://heydayathletic.com/ | https://heydayathletic.com/about | https://heydayathletic.com/company/contact | https://heydayathletic.com/company/meet-the-team | https://heydayathletic.com/company/staff-locker-room,Playwright,https://heydayathletic.com,https://heydayathletic.com/,
Hudson County View,https://hudsoncountyview.com/,F Hudson County,NJ,Unknown,pickleball; basketball,Indoor,,,,,,,,,thehudsoncountyview@gmail.com,,,,,,,,hudsoncountyview.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://hudsoncountyview.com/ | https://hudsoncountyview.com/contact/ | https://hudsoncountyview.com/hudson-electeds-set-special-meeting-for-33-7m-hvac-upgrades-at-courthouse/,Playwright,https://hudsoncountyview.com,https://hudsoncountyview.com/,
"Hudson River Pickleball: Indoor Pickleball Courts in Englewood, NJ",https://www.hudsonriverpickleball.com/,Englewood,NJ,Pickleball Club,pickleball,Indoor,7,"Gift Cards Login WELCOME TO Hudson River Pickleball We are an indoor pickleball club with 7 courts, conveniently located just west of the Hudson River in Englewood, New Jersey. We are now",,,,,,(551) 321-9140,englewoodattendance@hudsonriverpickleball.com,hello@hudsonriverpickleball.com,,,,,,,hudsonriverpickleball.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.hudsonriverpickleball.com/ | https://www.hudsonriverpickleball.com/play | https://www.hudsonriverpickleball.com/membership,Playwright,https://hudsonriverpickleball.com,https://www.hudsonriverpickleball.com/,
IBC,https://ibcusa.webflow.io/,Edison,NJ,Unknown,badminton,Indoor,,,,,,,,(732) 549-7190,,,,,,,,,ibcusa.webflow.io,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Third-party email removed (not on facility domain).,https://ibcusa.webflow.io/ | https://ibcusa.webflow.io/about-us,Playwright,https://ibcusa.webflow.io,https://ibcusa.webflow.io/,
Impact Zone Fitness,https://www.impactzonenj.com/,Norwood,NJ,Health Club,basketball,Indoor,,,51000,"775-1025 BOOK A TOUR JOIN NOW IMPACT IMPACT IMPACT ZONE ZONE ZONE BERGEN COUNTY'S PREMIER 51,000 SQUARE FOOT FITNESS FACILITY It doesn't get better than this [ CHOOSE YOUR PATH ] HOW CAN WE ELEVATE",Devin,Policastro,General Manager,(201) 775-1025,,info@impactzonenj.com,devin@impactzonenj.com,devin.policastro@impactzonenj.com,devinpolicastro@impactzonenj.com,dpolicastro@impactzonenj.com,d.policastro@impactzonenj.com,devinp@impactzonenj.com,impactzonenj.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.impactzonenj.com/ | https://www.impactzonenj.com/gym-access | https://www.impactzonenj.com/facility | https://www.impactzonenj.com/about | https://www.impactzonenj.com/facility-rental | https://www.impactzonenj.com/staff | https://www.impactzonenj.com/freeze-cancel,Playwright,https://impactzonenj.com,https://www.impactzonenj.com/,
"Indoor Pickleball & Badminton Courts in Jersey City, NJ",https://chilltownsports.com/,Jersey City,NJ,Pickleball Club,pickleball; tennis; basketball; volleyball; badminton,Indoor,3,ndary lines and wide spacing for safe maneuvering. Beginner-friendly open play every day. 3 COURTS AVAILABLE 🏸 Badminton Nets are easily adjusted to badminton heights. Courts are striped,,,,,,,,,,,,,,,chilltownsports.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://chilltownsports.com/,Playwright,https://chilltownsports.com,https://chilltownsports.com/,
innerathlete,https://www.innerathletenj.com/,Hoboken,NJ,College / University,tennis; basketball; volleyball,Indoor,,,,,,,,(201) 683-8008,,info@innerathletenj.com,,,,,,,innerathletenj.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.innerathletenj.com/ | https://www.innerathletenj.com/hoboken | https://www.innerathletenj.com/about | https://www.innerathletenj.com/contact,Playwright,https://innerathletenj.com,https://www.innerathletenj.com/,
JCC Metrowest,https://jccmetrowest.org/,,NJ,YMCA / JCC,pickleball; basketball; racquetball,Indoor,,,,,,,,(973) 530-3400,,,,,,,,,jccmetrowest.org,Confirmed Indoor,Indoor court language found on site. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://jccmetrowest.org/ | https://jccmetrowest.org/membership-2-2/registration/ | https://jccmetrowest.org/programs/adult-enrichment/#overview | https://jccmetrowest.org/programs/adult-enrichment/trips/#overview | https://jccmetrowest.org/programs/adult-enrichment/senior-lunch-programs/#overview | https://jccmetrowest.org/programs/adult-enrichment/life-long-learning/ | https://jccmetrowest.org/programs/adult-enrichment/memory-center/#overview,Playwright,https://jccmetrowest.org,https://jccmetrowest.org/,
JCCJerseyShore,https://www.jccjerseyshore.org/,Deal,NJ,YMCA / JCC,basketball,Indoor,,,,,,,,(732) 531-9100,,,,,,,,,jccjerseyshore.org,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.jccjerseyshore.org/ | https://www.jccjerseyshore.org/blank-1-2 | https://www.jccjerseyshore.org/contact,Playwright,https://jccjerseyshore.org,https://www.jccjerseyshore.org/,
Jersey,https://www.jerseysbest.com/,Iselin,NJ,Unknown,basketball,Indoor,,,,,Kelly,Abood,Director of Operations,(732) 902-4654,,,kelly@jerseysbest.com,kelly.abood@jerseysbest.com,kellyabood@jerseysbest.com,kabood@jerseysbest.com,k.abood@jerseysbest.com,kellya@jerseysbest.com,jerseysbest.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.jerseysbest.com/ | https://www.jerseysbest.com/family/inclusive-theater-program-at-mayo-performing-arts-center-changes-lives/ | https://www.jerseysbest.com/about/ | https://www.jerseysbest.com/contact/,Playwright,https://jerseysbest.com,https://www.jerseysbest.com/,
Jersey City Badminton Club,https://jerseycitybadminton.com/,Jersey City,NJ,Private Club,badminton,Indoor,,,,,,,,,,,,,,,,,jerseycitybadminton.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://jerseycitybadminton.com/ | https://jerseycitybadminton.com/index.html,Playwright,https://jerseycitybadminton.com,https://jerseycitybadminton.com/,
Katherine Barrera,https://katherinebarrera.com/,Short Hills,NJ,Unknown,padel,Indoor,,,,,,,,(732) 423-3062,kathybarrera88@gmail.com,,,,,,,,katherinebarrera.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://katherinebarrera.com/ | https://katherinebarrera.com/about | https://katherinebarrera.com/contact,Playwright,https://katherinebarrera.com,https://katherinebarrera.com/,
Kent Place School,https://www.kentplace.org/,Summit,NJ,Fieldhouse,tennis; basketball; volleyball; squash,Indoor,,,,,,,,(908) 273-0900,,,,,,,,,kentplace.org,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.kentplace.org/ | https://www.kentplace.org/athletics/schedule | https://www.kentplace.org/about/faculty-and-staff | https://www.kentplace.org/about/calendar | https://www.kentplace.org/news/~board/school-news/post/finishing-strong-dragons-deliver-an-unforgettable-spring | https://www.kentplace.org/news/~board/school-news/post/kent-place-theater-students-premiere-play-by-jacqueline-pothier-18-at-edinburgh-fringe-festival | https://www.kentplace.org/news/~board/school-news/post/global-learning-in-action-students-explore-italy-and-peru,Playwright,https://kentplace.org,https://www.kentplace.org/,
King,https://gold-amethyst-2gmm.squarespace.com/,Lyndhurst,NJ,Private Club,basketball,Indoor,,,60000,"ourself back to work means setting your own pace, and where better than at our incredible 60,000 sq ft facility. For a healthier mind, body and spirit—start your fitness journey with us today!",,,,(201) 460-0088,,,,,,,,,gold-amethyst-2gmm.squarespace.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gold-amethyst-2gmm.squarespace.com/ | https://gold-amethyst-2gmm.squarespace.com/about | https://gold-amethyst-2gmm.squarespace.com/contact-us | https://gold-amethyst-2gmm.squarespace.com/rentals,Playwright,https://gold-amethyst-2gmm.squarespace.com,https://gold-amethyst-2gmm.squarespace.com/,
Knoll Indoor Tennis Club,https://www.knolltennis.com/,Boonton,NJ,Racquet / Tennis Club,pickleball; tennis,Indoor,,,,,,,,(973) 335-6200,,,,,,,,,knolltennis.com,Confirmed Indoor,Indoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.knolltennis.com/ | https://www.knolltennis.com/court-reserve-app | https://www.knolltennis.com/contract-time-and-membership-rates | https://www.knolltennis.com/contact,Playwright,https://knolltennis.com,https://www.knolltennis.com/,
